stt,post_id,caption,topic,reason
9532,7.24E+18,"Eo ?i eo v?n cÚn ?‚y, ng??i ?i ng??i ch? nÛi eo khÙng cÚn ?? #chaubui #fyp #viral #trend #TikTokGiaiTri ",beauty_fashion,"NÛi v? body/vÚng eo, thu?c beauty."
9533,7.24E+18,M?c c? qu· 2 ?iii ?? #chaubui #fyp #viral #trend #TikTokGiaiTri ,entertainment_humor,Caption ng?n theo trend gi?i trÌ.
9534,7.24E+18,H?i tÌm ??nhhhh??????? #chaubui #nguoiaylaai #fyp #viral ,entertainment_humor,"N?i dung theo show/viral, thiÍn gi?i trÌ."
9535,7.24E+18,C˘ng Ch‚u tham quan n?i l‡m ra nh?ng ?Ùi gi‡y ìmade-to-orderî c?a Louis Vuitton nhÈ ?? #chaubui #fyp #viral #louisvuitton #learnontiktok ,education_howto,D?ng tham quan/gi?i thÌch quy trÏnh l‡m gi‡y (LearnOnTikTok).
9536,7.24E+18,ThÌch ?‡n t? thu? cÚn th?. ThÌch anh t? thu? anh ?ang ch?i ?‡n ?? #chaubui #fyp #xuhuong #viral ,entertainment_humor,Caption th? thÌnh/theo trend.
9537,7.24E+18,"Em ?‚y khÙng thÌch c?nh tranh. Em ?‚y ch? thÌch c?nh anh thÙi ‡, hihi ???? #chaubui #love #fyp ",entertainment_humor,Caption th? thÌnh/h‡i nh?.
9538,7.24E+18,Ph?n con sen c?ng vuii?? #chaubui #fyp #xuhuong #daily #pet #skinaqua #kemchongnang,business_marketing,G?n s?n ph?m Skin Aqua/kem ch?ng n?ng (qu?ng b·).
9539,7.15E+18,B?a nay ra d? qu· =))))) (Dc:??),entertainment_humor,C‚u ?˘a/vui ng?n.
9540,7.17E+18,49 m„i ??nhhhh ????? hihi,entertainment_humor,C‚u c?m th·n c? v?/vui.
9541,7.17E+18,L‡m sai thÏ l‡m l?i hÙng cÛ sao h?t =))) #muonyeumotlan #myml,entertainment_humor,Caption vui theo trend/hashtag.
9542,7.14E+18,Labu t?nnnnn ???? ·m ?nh t?i n?i ·m dÙ ng??i luÙn =)))),entertainment_humor,C‚u nÛi ?˘a/viral.
9543,7.17E+18,Tr?i sinh tÌnh c?c nh?ng cute ????,entertainment_humor,Caption t? trÍu vui.
9544,7.17E+18,"?a n‡y nh?c bu?n m‡ nh? =)))
Dc:@C?p C?p ?? @POTATO ",music_dance,"Nh?c ình?cî, n?i dung xoay quanh ‚m thanh/b‡i nh?c."
9545,7.14E+18,Keep watching me shut u down ???? #BLACKPINK #shutdown #bndanceteam ,music_dance,Dance/team cover theo nh?c Blackpink.
9546,7.17E+18,Yayyy ???????? l‚u l‚u bÈ cÛ h?ng t?o dc 1 b‡iiiiiii ,entertainment_humor,"Caption vui, khÙng rı ch? ?? chuyÍn bi?t."
9547,7.17E+18,"Chuy?nnnnnnnnnnn =))) 
Dc:@R˘a?? ",entertainment_humor,C‚u c?m th·n/?˘a vui.
9548,7.17E+18,Blink ?u trend =))) #Lalisa #Lisa #Blackpink ,music_dance,Trend liÍn quan Lisa/Blackpink (‚m nh?c).
9549,7.44E+18,"Huhu xin l?i ?? m?i ng??i ??i ??

VÏ ?? s?n ph?m ???c ch?n chu h?n nÍn Chi xin phÈp ???c d?i th?i gian air Full Show ëV? Tr? CÚ Bayí sang ng‡y mai (16/11) 

M?i ng??i ??i Chi 1 xÌu xiu n?a thÙi nhaa ?? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,ThÙng b·o d?i l?ch air full show/‚m nh?c c?a Ph??ng M? Chi.
9550,7.44E+18,"CÛ d·m u?ng 1 gi?t n??c mÌa n‡o ?‚u m‡ kÏ v!
 #phuongmychi ",entertainment_humor,C‚u nÛi ?˘a ng?n.
9551,7.44E+18,1 mv quÍ ?i l‡ quÍ tÍn l‡ ìV? Ch?ng MÏnh QuÍî ?????? #phuongmychi ,music_dance,Nh?c MV (s?n ph?m ‚m nh?c).
9552,7.44E+18,Anh Tr˙c Nh‚n m„i ??nh!!! #phuongmychi ,music_dance,Nh?c ngh? s? ca nh?c (Tr˙c Nh‚n).
9553,7.44E+18,L‡m gÏ c?ng ph?i makeup nha @DTAP ?????? ,beauty_fashion,?? c?p makeup (l‡m ??p) theo ki?u h‡i.
9554,7.43E+18,"MÏnh l‡ M? TiÍn - c?n ten rÏ ?y t?, s? d?n d?t m?i ng??i kh·m ph· ình?ng k? l?î v? ngÙi Nh‡ Gia TiÍn c?a gia ?Ïnh mÏnh ??

H„y ??y viu, ??y viu cho ìM? TiÍnî v‡o ng‡y 21.02.2025 nha c? nh‡ ?i ????

#NhaGiaTien #TheAncestralHome #HuynhLap #PhuongMyChi #PMCEntertainment #VMAS ",entertainment_humor,"PR phim/series ?i?n ?nh, kÍu g?i ì??y viewî."
9555,7.43E+18,"ÖcÛ ??ng h? thÏ ??t l?ch h?n v‡o th·ng 2/2025 ?Ûn ch? hai anh em Gia Minh - M? TiÍn nha c? nh‡ ?i??
--------
Phim ?i?n ?nh Nh‡ Gia TiÍn, m?t b? phim c?a Hu?nh L?p 

#NhaGiaTien #TheAncestralHome #HuynhLap #PhuongMyChi #PMCEntertainment #VMAS",entertainment_humor,ThÙng b·o/hype phim ?i?n ?nh Nh‡ Gia TiÍn.
9556,7.43E+18,"XÈm n?a l‡ mang ti?ng n?a ?i ?Û th?y hong ??????
#PhuongMyChi ",entertainment_humor,C‚u nÛi ?˘a/tÏnh hu?ng vui.
9557,7.43E+18,"Trong bu?i to? ?‡m ìTÙi yÍu T? Qu?c tÙiî cÛ r?t nhi?u anh ch? ph·t bi?u v? tÏnh yÍu c?a mÏnh d‡nh cho ??t n??c, v‡ Chi c?ng may m?n ???c chia s? v? h‡nh trÏnh yÍu T? Qu?c c?a riÍng mÏnh thÙng qua ‚m nh?c v‡ nh?ng chuy?n ?i ˝ ngh?a n?a. 
??i bi?u nhÏn c?ng ch?ng ch?c ha mn ??

#PhuongMyChi #daihoiixhoilhtnvntphcm ",news_commentary,"N?i dung v? to? ?‡m/??i h?i, chia s? quan ?i?m & ho?t ??ng x„ h?i."
9558,7.43E+18,"??i bi?u Ph??ng M? Chi xin ch‡o m?i ng??i ??

Chi r?t vinh h?nh khi ???c tham d? c˘ng c·c anh, ch? v‡ c·c b?n ??i bi?u trong phiÍn h?p khai m?c ??i h?i HLHTN Vi?t Nam TPHCM s·ng nay ??

#PhuongMyChi #daihoiixhoilhtnvntphcm ",news_commentary,"ThÙng tin tham d? phiÍn h?p/??i h?i, d?ng c?p nh?t s? ki?n x„ h?i."
9559,7.43E+18,"?i nghe Ph??ng M? Chi h·t m‡ ?em qu?t, ?em n??c l‡ x?a Úi ?? ph?i ?em mı, ?em chÈn, ?em ·o m?a m?i ?˙ng b‡i nha ???? 

#PhuongMyChi
#GoiGam",entertainment_humor,C‚u ?˘a vui liÍn quan ?i nghe h·t.
9560,7.43E+18,"M?y ??a ?i ?‡ L?t h?ng ph?i cha ?? @Nguy?n Ph??ng DuyÍn @YunoBigBoi @Hu?nh Vı Ho‡i S?n ?? 

#phuongmychi ",travel_tourism,?? c?p chuy?n ?i ?‡ L?t (??a ?i?m du l?ch).
9561,7.43E+18,"Hai bÙng hoa ?i ch?a nh?ng v?t th??ng do deadline ?? l?i ?? @Nguy?n Ph??ng DuyÍn 
#phuongmychi ",lifestyle_daily,"NÛi v? deadline/stress, ??i s?ng th??ng ng‡y."
9562,7.43E+18,"Chi lu? 10 kho?nh kh?c n‡y, m?y b‡ lu? kho?nh kh?c n‡o ???? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,N?i dung v? tour/show ‚m nh?c (SchoolTour).
9563,7.43E+18,"L?n nh‡o tr??c, nh‡o l?n sau ????

#PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,Ho?t ??ng trÍn s‚n kh?u thu?c tour/show.
9564,7.43E+18,"?u trend v?i m?y nÌ iu! Vovinam, kho?!!! #phuongmychi ",sports_fitness,Nh?c Vovinam (vı thu?t/th? thao).
9565,7.43E+18,"T? d?ng mu?n quay ng??c tu?i th? qu·, cÛ ai mu?n gi?ng Chi hong?? ??

#phuongmychi #NuVi #sanlinhthumua6",entertainment_humor,Caption theo trend/series gi?i trÌ.
9566,7.43E+18,"?i xem Chi h·t ?
?i nghe fans h·t ?

#PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,N?i dung v? ?i xem h·t/tour di?n.
9567,7.43E+18,"L‚u l?m r?i Chi m?i h·t c?i l??ng l?i, c?m x˙c l?m mn ?i ???? 

#PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,Nh?c h·t c?i l??ng/bi?u di?n (‚m nh?c).
9568,7.43E+18,"ìBÈ Thuî Ph??ng M? Chi c?ng r?t h?nh ph˙c khi ???c song ca c˘ng ìchaî c?a mÏnh ? ???

#PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis ",music_dance,Song ca/bi?u di?n trong tour/show.
9569,7.43E+18,"Ai ?„ nh?n ???c nh?ng l· th? c?a Chi ng‡y hÙm ?Û thÏ cho Chi bi?t v?i nhenn ???? 

#PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis ",lifestyle_daily,"H?i t??ng t·c v? th? g?i fan, thiÍn ??i s?ng/giao l?u."
9570,7.43E+18,"BÏnh th??ng l‡m gÏ gi?u ???c Chi m?y trÚ bÌ m?t, v?y m‡ l?n n‡y mÏnh b? ìg‡iî thi?t mn ?i ????

#PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",entertainment_humor,C‚u chuy?n b? ìg‡iî mang tÌnh gi?i trÌ.
9571,7.43E+18,"M? m‡n nh? v?y cÛ ?? sung ch?a mn, cÛ c? nguyÍn 1 t? cÚ trÍn s‚n kh?u luÙn ?Û nhe ???? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,N?i dung m? m‡n s‚n kh?u/tour di?n.
9572,7.17E+18,"Vui l‡ vui chung khÙng cÛ b? c·i tay x˙n nhoeeeeeee
#TetLaDongMoiVui ",entertainment_humor,Caption vui theo hashtag T?t/trend.
9573,7.16E+18,?u trend ki?u alone =))) ????,entertainment_humor,"?u trend, n?i dung gi?i trÌ."
9574,7.16E+18,"L?n ??u tiÍn l‡m chuy?n ?yyyyy =))))
#GenshinImpact32 #GenshinImpact",entertainment_humor,N?i dung v? game/trend (Genshin) mang tÌnh gi?i trÌ.
9575,7.16E+18,VÏ mÏnh qu· thÌch c?u r˘iiiiii ???? #CapCut ,entertainment_humor,Caption theo trend CapCut.
9576,7.16E+18,?? bi?t tui ?i ?‚u nËeee ?? #TikTokForYourStage #TikTokGiaiTri,entertainment_humor,"C‚u ?? vui, thiÍn gi?i trÌ."
9577,7.16E+18,??? Aaaaaaa ?i ch·y n?ng nËeee =))) #tiktokforyoustage #ForYourStageVN #TikTokGiaiTri #TikTokDanceVN,travel_tourism,"N?i dung ?i ra ngo‡i/ch·y n?ng, vibe ?i ch?i/di chuy?n."
9578,7.16E+18,?u trend m‡ hÙng c?n l‡m tÛc =)))),entertainment_humor,"?u trend, c‚u nÛi vui."
9579,7.16E+18,With @Unaa?? ?? #Tiktokgiaitri ,food_drink,Emoji ?? g?i ?n u?ng/?i ?n c˘ng b?n.
9580,7.17E+18,"Quay ?˙ng 1 l?nnnn, ?Ùng qu· ng?i ???? #KOSMIK #spacespeakers ",entertainment_humor,"Caption ?i s? ki?n/?Ùng vui, thiÍn gi?i trÌ."
9581,7.15E+18,YÍu em k?ng k?cccc ?????? =)))) dc:tui nË ,entertainment_humor,C‚u th? thÌnh/?˘a vui.
9582,7.16E+18,Ai ??cís th‚nís khÙmmmmmm =)))),entertainment_humor,C‚u h?i vui v? ??c th‚n.
9583,7.15E+18,SHUT DOWN - BLACKPINK | DANCE COVER @blackpinkofficial #BLACKPINK #shutdown ,music_dance,Dance cover theo nh?c Blackpink.
9584,7.16E+18,???? Thi?t l‡ vui khi mÏnh ???c ??i di?n Tiktok VN ??n n??c b?n tham d? v‡ r?t nhi?u ng??i ?„ nh?n ra mÏnhhh huhu ?????????? #TiktokDanceVN #Tiktokgiaitri ,music_dance,"G?n TikTokDanceVN, n?i dung v? nh?y/bi?u di?n."
9585,7.16E+18,Vi?t Nam v‡ Th·i nh?ng nh?y theo ph·p s? Trung Hoa =)))),music_dance,"?? c?p ình?yî, n?i dung dance."
9586,7.15E+18,HÙng h?u gÏ h?t m‡ c? nh?y thui ???? dc:@Th? Thor ?? ,music_dance,?? c?p nh?y/dance.
9587,7.42E+18,"Kh· l‡ quan ng?i 
#ChiDep#ChiDepDapGio#ChiDepDapGio2024",entertainment_humor,BÏnh lu?n c?m th·n v? show ìCh? ??pÖî.
9588,7.42E+18,B?a trc th?y ai tÏm ki?m misthy m?c ??m body :))),beauty_fashion,Nh?c m?c ??m body (th?i trang).
9589,7.42E+18,N?t chu sa hay b?ch nguy?t quang ?‚y @Harry Nista ,entertainment_humor,C‚u h?i/?˘a theo trend c?m t?.
9590,7.42E+18,Ch˙ng tÙi ?„ cÛ c·ch ch?i m?i b?i ch? H?nh@Hanh Sino @Ng?c Thanh T‚m @Dj Mie ,entertainment_humor,N?i dung ìc·ch ch?i m?iî mang tÌnh gi?i trÌ/giao l?u.
9591,7.42E+18,nh?m nh?m nh?m,entertainment_humor,Caption ng?n ki?u meme/?˘a.
9592,7.42E+18,H?o h?o ?? hihi,entertainment_humor,C?m th·n vui (meme).
9593,7.42E+18,Up l?i vÏ th?y v?n bu?n c??i @CrisDevilGamer @Le bong ,entertainment_humor,"Up l?i vÏ ìbu?n c??iî, n?i dung h‡i."
9594,7.42E+18,cÛ c? g?ng nh?ng khum ?·ng k?,lifestyle_daily,Chia s? t‚m tr?ng/??i s?ng.
9595,7.41E+18,"?i th?m @gonpinkk m‡ nÛi chuy?n t?i s·ng z ?Û, c?ng hÙng nh? ?„ h?i nh?ng c‚u vÙ tri nh? th? n‡o hihi",lifestyle_daily,"Chia s? ho?t ??ng ??i th??ng: ?i th?m b?n, nÛi chuy?n."
9596,7.41E+18,"R˘i l‡ hi?u nhau z? ch?a? Ai ngh? ra c·i trÚ ch?i n‡y z!

#teenilicious  #suaruamattrimun",business_marketing,Hashtag s?n ph?m/brand (s?a r?a m?t tr? m?n) mang tÌnh qu?ng b·.
9597,7.41E+18,Ch? em ch˙ng tui tr??c v‡ sau khi nh?p ng? ki?u,entertainment_humor,"So s·nh ìtr??c & sauî, ki?u meme gi?i trÌ."
9598,7.41E+18,h‡ng ch? g?p h‡ng chÌnh h„ng ki?u...,entertainment_humor,C‚u vÌ von/meme vui.
9599,7.41E+18,b? n‡y ch?m m?y ?i?m mn oi,beauty_fashion,Ch?m ?i?m b? ??/outfit (th?i trang).
9600,7.41E+18,"MisThy khum nÛi: tui 1m6
MisThy nÛi: ??",entertainment_humor,Meme/c·ch nÛi vui v? MisThy.
9601,7.41E+18,??ng ai chÍ da c? v?i da m?t tui gi?n nhau n?aaaaa... #fixderma #face21facecream,business_marketing,PR skincare/kem d??ng (kÍu tr?i nghi?m s?n ph?m).
9602,7.41E+18,Ch˙ng tÙi khÙng h? xÛi l?u ai c?... @djmievn,entertainment_humor,T?u h‡i/nÛi chuy?n drama ki?u ?˘a.
9603,7.41E+18,@Dj Mie hÙm qua m?i hÛng ???c chuy?n b‡ h‡ng xÛm...,entertainment_humor,T·m chuy?n/hÛng h?t vui.
9604,7.41E+18,Sao s? t g?p 2 dua nay kh? ghe v ·,entertainment_humor,Than th? ki?u meme/gi?i trÌ.
9605,7.41E+18,...M?t MV siu ?·ng iu ?? c˘ng nhau lan to? 2/9 n‡y n‡... #embevietnam,music_dance,"?ng h? MV/nh?c, n?i dung lan to? d?p 2/9."
9606,7.41E+18,cÛ ai hi?u @tin_nguyen_9 ?ang nÛi gi khum ?,entertainment_humor,BÏnh lu?n t??ng t·c vui.
9607,7.41E+18,sao m‡ c?ng k?nh qu· v,entertainment_humor,Caption ng?n mang tÌnh ?˘a/c‡ kh?a.
9608,7.41E+18,H? nhÏn nhau nhung toi m?i l‡ nguoi x?u h?,entertainment_humor,Meme tÏnh hu?ng ng?i/ng?.
9609,7.41E+18,...nh? SAU GI? H?C T?I GI? YO... #Yomost ...,business_marketing,Hashtag/Yomost rı l‡ chi?n d?ch qu?ng b·.
9610,7.41E+18,ng?i ?i ng?i,entertainment_humor,Caption ng?n theo trend.
9611,7.41E+18,T?t c? l‡ ??nh m?nh...,entertainment_humor,Quote/trend vui.
9612,7.41E+18,T?o d·ng ki?u g·i ??p vÙ c˘ng t?n ?Û,beauty_fashion,NÛi v? t?o d·ng/visual.
9613,7.41E+18,?Ùi b‡n tay ma thu?t l‡ ?‚y saoo,entertainment_humor,Caption c?m th·n vui.
9614,7.23E+18,7 KI?U POSE D¡NG CH?P ?NH TRI?U VIEW KHI ?I B?N CUNG...,education_howto,H??ng d?n pose ch?p ?nh (LearnOnTikTok).
9615,7.23E+18,CÙng Khai Gi· Qu?ng B· Du L?ch - T?p 1...,travel_tourism,N?i dung du l?ch/qu?ng b· du l?ch.
9616,7.23E+18,?u trend cÙng ch˙a ?i siÍu th? phiÍn b?n b??c ra t? game...,entertainment_humor,?u trend/cosplay theo game.
9617,7.22E+18,C˘ng B?ng n‚ng t?m b?n th‚n... #MobiFone #MyMobiFone,business_marketing,PR/branding MobiFone.
9618,7.22E+18,24h ch?y show c˘ng B?ng ?? #Vlog #Birthday,lifestyle_daily,Vlog ??i s?ng (birthday + ch?y show).
9619,7.22E+18,Tu?i 16 l?n th? 12 ?? #happybirthday,lifestyle_daily,Ch˙c m?ng sinh nh?t/??i s?ng c· nh‚n.
9620,7.22E+18,Ch·y h?t mÏnh c˘ng #GiaiBongDaThanhNienSinhVienVietNam,sports_fitness,N?i dung v? gi?i bÛng ?·.
9621,7.21E+18,H??ng d?n nh?y trend H„y ?? Con Trai B‡ B·n B·nh M? Lo Cho Em...,music_dance,H??ng d?n nh?y trend.
9622,7.21E+18,C? nh‡ ?ng h? MV B?ng ?Ûng... @Luke D...,music_dance,KÍu g?i ?ng h? MV.
9623,7.21E+18,#NhaMinhLaLam,entertainment_humor,"Hashtag trend/gi?i trÌ, khÙng cÛ n?i dung rı kh·c."
9624,7.21E+18,H??ng d?n nh?y trend Ni Ai Wo Wo Ai Ni...,music_dance,H??ng d?n nh?y trend.
9625,7.21E+18,H??ng d?n nh?y trend OMG c?a New Jeans...,music_dance,H??ng d?n nh?y theo nh?c NewJeans.
9626,7.21E+18,H??ng d?n nh?y trend ?? Gh? YÍu D?u C?a Em ?i...,music_dance,H??ng d?n nh?y trend.
9627,7.21E+18,H??ng d?n nh?y trend c˘ng @BÈ R?ng...,music_dance,H??ng d?n nh?y trend.
9628,7.20E+18,#NhaMinhLaLam,entertainment_humor,Hashtag trend/gi?i trÌ.
9629,7.20E+18,??: Andrethementor | 30s Seconds Daily,education_howto,D?ng tip/chu?i n?i dung ìdailyî (g?i ˝ h?c nhanh).
9630,7.20E+18,#CapCut #Valentine2023,entertainment_humor,Template CapCut theo d?p/ trend.
9631,7.20E+18,?i hi?n m·u v?n ph?i tranh th? nh?y TikTok #Valentine2023 ??,sports_fitness,Ho?t ??ng hi?n m·u + nh?y (thiÍn ho?t ??ng/??i s?ng).
9632,7.20E+18,?˙ng nh?n sai cosplay March 7th #HonkaiStarRail...,entertainment_humor,Cosplay/game trend.
9633,7.20E+18,H??ng d?n nh?y #trend N·t Tan Con Tim...,music_dance,H??ng d?n nh?y trend.
9634,7.20E+18,??,entertainment_humor,Caption c?m x˙c ng?n/khÙng ?? ng? c?nh.
9635,7.19E+18,T? Ch?c Sinh Nh?t Cho Ng??i ?„ Khu?t...,lifestyle_daily,Chia s? quan ?i?m/c‚u chuy?n ??i s?ng gia ?Ïnh.
9636,7.19E+18,"Miss u, bro ?? Happy Birthday ??",lifestyle_daily,T??ng nh?/nh?n g?i c· nh‚n.
9637,7.39E+18,REACTION ti?t m?c CONCERT... #Reaction,entertainment_humor,Reaction + n?i dung h‡i.
9638,7.39E+18,REACTION ti?t m?c SOLO...,entertainment_humor,Reaction + ?˘a ìanti friendsî.
9639,7.39E+18,Qu· trÏnh t?p luy?n... ti?t m?c solo...,music_dance,NÛi v? t?p luy?n/bi?u di?n s‚n kh?u.
9640,7.39E+18,C?m ?n nh?ng ng??i anh em... cÙng di?n...,entertainment_humor,??ng viÍn/h?u tr??ng show (thiÍn gi?i trÌ).
9641,7.39E+18,??c m?... ??ng trÍn s‚n kh?u... bi?u di?n...,music_dance,N?i dung bi?u di?n/s‚n kh?u.
9642,7.39E+18,Ch‡o s‚n... t?i 'Anh Trai V??t Ng‡n ChÙng Gai'...,entertainment_humor,Gi?i thi?u hÏnh ?nh trong show gi?i trÌ.
9643,7.39E+18,Ch·n hong mu?n nÛi ...,entertainment_humor,Caption ng?n/t‚m tr?ng ki?u meme.
9644,7.39E+18,C?ng d? th??ng ...,entertainment_humor,Caption ng?n vui.
9645,7.39E+18,Sao tÙi luÙn trong tr?ng th·i ng?c ngh?ch...,entertainment_humor,T? trÍu/meme.
9646,7.39E+18,C?m gi·c T? l?m... n?m tay v??t qua chÙng gai...,lifestyle_daily,Chia s? c?m x˙c/c· nh‚n trong b?i c?nh show.
9647,7.39E+18,Ai ?„ can thi?p v‡o chuy?n c?t b? b?t c?nh...,entertainment_humor,Drama nh?/b‡n lu?n vui v? show.
9648,7.38E+18,?? bÙi c·i mÙi... #CreamO ...,business_marketing,G?n brand/hashtag CreamO -> content qu?ng b·.
9649,7.38E+18,?‚y l‡ c·ch ch˙ng tÙi giao ti?p... @Jun Pham,entertainment_humor,"T??ng t·c b?n bË trong show, h‡i."
9650,7.38E+18,NEVER GIVE UP... FAKE SITUATION... Please do not follow...,entertainment_humor,"Phim ng?n/di?n xu?t gi?i trÌ, cÛ disclaimer."
9651,7.38E+18,??ng l‡m ?? em ?au...,entertainment_humor,Caption th? thÌnh/?˘a theo trend.
9652,7.38E+18,? C·i gÏ c?ng nÍn cÛ GI?I H?N...,entertainment_humor,"BÏnh lu?n tÏnh hu?ng nh‡ chung (show), gi?i trÌ."
9653,7.38E+18,Ch˙ng ta h„y luÙn n? l?c t?ng ng‡y...,lifestyle_daily,ThÙng ?i?p ??ng l?c/ph·t tri?n b?n th‚n.
9654,7.38E+18,D˘ng sound n‡y ?? nh?y...,music_dance,KÍu g?i d˘ng sound ?? nh?y.
9655,7.38E+18,C? nh‡ xem full trÍn Y.T...,music_dance,KÍu xem full MV/b‡i h·t.
9656,7.37E+18,Clip n‡y v?a 'm?' v?a 'lem'... #Sydney #Australia,travel_tourism,G?n ??a ?i?m Sydney/Australia (du l?ch/?i ch?i).
9657,7.37E+18,... #66ShopeeSieuSale #Shopee...,business_marketing,Hashtag Shopee sale -> qu?ng b·.
9658,7.37E+18,Flex s? gi‡u cÛ v?i th? KBank...,business_marketing,PR th?/ ng‚n h‡ng KBank.
9659,7.37E+18,C?m ?n vÏ ?„ g?p nhau...,entertainment_humor,Thanks/support fan trong b?i c?nh show.
9660,7.36E+18,Khi tÙi mu?n im l?ng ?? t?o b?t ng?...,entertainment_humor,C‚u chuy?n vui v?i b?n bË.
9661,7.36E+18,...khoe b? Grillz m?i...,beauty_fashion,Ph? ki?n/ngo?i hÏnh (grillz).
9662,7.36E+18,...tham d? s? ki?n th?i trang... runwayvietnam,beauty_fashion,S? ki?n th?i trang/runway.
9663,7.36E+18,C? vui lÍnnnn ????,lifestyle_daily,ThÙng ?i?p tÌch c?c ??n gi?n.
9664,7.36E+18,?‚y l‡ ch˙ng tÙi tr??c b?a ti?c... #wedding,lifestyle_daily,?i d? ti?c/?·m c??i (??i s?ng).
9665,7.36E+18,M‡y cÛ x?u nh?ng khÙng ?·ng k?... #wedding,entertainment_humor,?˘a vui trong b?i c?nh ?·m c??i.
9666,7.36E+18,Random Dance... trong ?·m c??i Minh T˙...,music_dance,CÛ ìRandom Danceî -> nh?y.
9667,7.10E+18,?ang b? kh˘m m‡ kÍu nh?y =))),entertainment_humor,Than th? vui v? nh?y.
9668,7.34E+18,L?n ??u fitting tham d? show Acne Studios t?i Paris Fashion Week...,beauty_fashion,Fashion week/fitting outfit.
9669,7.34E+18,M? m‡n Paris Fashion Week 2024 v?i @CourrËges Paris...,beauty_fashion,Fashion week/show brand.
9670,7.34E+18,#parisfashionweek I'm ready for you...,beauty_fashion,Fashion week.
9671,7.34E+18,Tr??t b?ng & ng?m ho‡ng hÙn t?i Budapest... #hungary #budapest,travel_tourism,Du l?ch Budapest/Hungary.
9672,7.34E+18,M?i b??c v‡i b??c ?„ h?t 1 tu?n c˘ng Fendi... #milanfashionweek,beauty_fashion,Fendi/Milan fashion week + look.
9673,7.34E+18,Ciao Milano... world of Fendi... Peekaboo,beauty_fashion,Fendi/handbag + fashion week.
9674,7.34E+18,C? nh‡ th?y iem hÙm nay nh? th? n‡o... #fendi,beauty_fashion,Outfit/visual v?i Fendi.
9675,7.34E+18,Qu· l‡ tinh t?... #fendi #unbox,beauty_fashion,Unbox/qu‡ t? brand th?i trang.
9676,7.34E+18,?„ cÛ m?t t?i Milan cho Fendi Fashion Show... #roomtour,travel_tourism,?i Milan/room tour (du l?ch/di chuy?n) *kËm* show.
9677,7.34E+18,Nh· nh? 1 ki?u tÛc ?i ch?i... ? Rome...,beauty_fashion,Nh?c ki?u tÛc + ?i ch?i (beauty).
9678,7.34E+18,...kh·m ph· flagship store Fendi l?n nh?t t?i Rome...,travel_tourism,Kh·m ph· ??a ?i?m/store ? Rome.
9679,7.34E+18,N?ng chi?u ng‡y ??u ? Rome c˘ng @Fendi...,travel_tourism,Check-in Rome (du l?ch) kËm brand.
9680,7.34E+18,L?n ??u ??n Rome c˘ng v?i Fendi???,travel_tourism,Check-in Rome/du l?ch.
9681,7.34E+18,Iu n?mm ?? ... #valentinesday #valentine2024,entertainment_humor,Caption tÏnh c?m/Valentine.
9682,7.33E+18,? ch˙ ??ng th? ch·u ng?i ^^ ... #tet2024,entertainment_humor,Caption ng?i/ng? theo trend T?t.
9683,7.33E+18,Check var outfit m˘ng high...,beauty_fashion,Outfit check.
9684,7.33E+18,Qu‡ t?t n?m nay t? nh‡ Sun Life...,business_marketing,PR qu‡ T?t/brand Sun Life.
9685,7.33E+18,? ? ? ... #aodai #aodaitet,beauty_fashion,¡o d‡i/trang ph?c T?t.
9686,7.33E+18,Recap nh?ng outfit m?ng 1 c?a gia ?Ïnh...,beauty_fashion,Recap outfit T?t.
9687,7.33E+18,T?t ??n n?i r c·c b?n oyyyy...,entertainment_humor,C‚u c?m th·n m˘a T?t.
9688,7.33E+18,tr?n s?p t?ng ?i nh?u...,food_drink,?i nh?u/?n u?ng.
9689,7.33E+18,T?t n‡y 3 m˘ng ??m th?m... #mixmatch,beauty_fashion,Mix&match outfit T?t.
9690,7.33E+18,V? kh·ch m?i... b? n‡o h?p... #thulamstylist,beauty_fashion,Stylist/mix ?? cho kh·ch m?i.
9691,7.33E+18,Khi tÙi tÏm n?i v?ng v? ch?p ?nh t?t...,beauty_fashion,Ch?p ?nh + outfit T?t.
9692,7.33E+18,N?m n‡o c?ng chu ?·o qu· ?i LV...,beauty_fashion,Qu‡/brand LV trong b?i c?nh T?t.
9693,7.33E+18,...trang ph?c... k? cÙng... #wechoiceawards2023,beauty_fashion,Trang ph?c/s? ki?n th?m ??.
